angle01,angle02,angle03,angle11,angle12,angle13,angle21,angle22,angle23,angle31,angle32,angle33,angle41,angle42,angle43,label_id
0.84,0.88,0.96,0.77,0.26,0.87,0.78,0.28,0.88,0.78,0.34,0.85,0.73,0.43,0.79,5
0.84,0.88,0.96,0.78,0.29,0.87,0.79,0.29,0.87,0.79,0.34,0.86,0.73,0.43,0.81,5
0.86,0.91,0.95,0.81,0.29,0.86,0.79,0.29,0.86,0.79,0.33,0.85,0.75,0.41,0.79,5
0.86,0.89,0.93,0.8,0.33,0.86,0.77,0.29,0.86,0.76,0.34,0.86,0.73,0.41,0.81,5
0.85,0.89,0.93,0.86,0.79,0.97,0.77,0.32,0.83,0.76,0.34,0.85,0.72,0.41,0.81,5
0.83,0.9,0.96,0.84,0.64,0.96,0.77,0.3,0.85,0.75,0.33,0.86,0.73,0.37,0.84,5
0.81,0.9,0.96,0.85,0.92,0.94,0.77,0.31,0.84,0.73,0.33,0.84,0.7,0.37,0.84,5
0.8,0.91,0.95,0.84,0.93,0.93,0.73,0.32,0.82,0.7,0.34,0.79,0.69,0.36,0.83,5
0.81,0.89,0.95,0.86,0.93,0.96,0.76,0.31,0.83,0.73,0.33,0.81,0.69,0.36,0.84,5
0.8,0.91,0.93,0.86,0.91,0.98,0.72,0.35,0.81,0.69,0.35,0.8,0.66,0.39,0.86,5
0.81,0.91,0.92,0.86,0.91,0.99,0.73,0.37,0.81,0.7,0.36,0.83,0.66,0.42,0.86,5
0.8,0.93,0.9,0.87,0.89,0.99,0.7,0.41,0.81,0.67,0.39,0.84,0.64,0.44,0.89,5
0.79,0.93,0.91,0.87,0.89,0.98,0.72,0.4,0.83,0.69,0.4,0.86,0.66,0.46,0.88,5
0.79,0.93,0.92,0.88,0.91,0.98,0.72,0.39,0.83,0.69,0.39,0.87,0.67,0.44,0.89,5
0.8,0.91,0.96,0.84,0.91,0.97,0.77,0.31,0.85,0.72,0.34,0.86,0.67,0.41,0.89,5
0.81,0.88,0.91,0.81,0.94,0.97,0.74,0.35,0.87,0.68,0.37,0.86,0.61,0.48,0.87,5
0.82,0.93,0.89,0.6,0.35,0.71,0.64,0.33,0.59,0.67,0.31,0.63,0.63,0.37,0.72,6
0.83,0.96,0.91,0.52,0.44,0.63,0.6,0.37,0.49,0.61,0.36,0.55,0.54,0.46,0.63,6
0.82,0.95,0.89,0.46,0.52,0.52,0.49,0.46,0.4,0.48,0.46,0.48,0.5,0.48,0.6,6
0.79,0.96,0.87,0.39,0.59,0.4,0.41,0.56,0.34,0.39,0.56,0.42,0.39,0.58,0.59,6
0.83,0.95,0.88,0.44,0.56,0.45,0.52,0.46,0.38,0.54,0.43,0.46,0.54,0.45,0.62,6
0.82,0.95,0.89,0.52,0.46,0.57,0.58,0.4,0.43,0.6,0.36,0.56,0.58,0.41,0.66,6
0.84,0.95,0.87,0.56,0.39,0.7,0.64,0.31,0.6,0.65,0.3,0.65,0.65,0.33,0.74,6
0.84,0.95,0.9,0.62,0.32,0.72,0.67,0.27,0.62,0.68,0.27,0.64,0.66,0.31,0.74,6
0.81,0.96,0.93,0.63,0.32,0.73,0.65,0.29,0.7,0.64,0.31,0.69,0.68,0.29,0.78,6
0.81,0.95,0.94,0.63,0.32,0.72,0.66,0.28,0.65,0.66,0.29,0.67,0.68,0.28,0.77,6
0.83,0.94,0.89,0.64,0.3,0.73,0.68,0.26,0.64,0.67,0.27,0.65,0.69,0.28,0.77,6
0.84,0.95,0.88,0.61,0.35,0.69,0.68,0.28,0.57,0.69,0.28,0.63,0.69,0.3,0.74,6
0.84,0.95,0.88,0.55,0.41,0.65,0.64,0.33,0.53,0.65,0.31,0.62,0.65,0.34,0.71,6
0.83,0.94,0.84,0.49,0.48,0.58,0.58,0.39,0.49,0.61,0.35,0.6,0.59,0.41,0.67,6
0.85,0.93,0.9,0.46,0.54,0.49,0.5,0.48,0.43,0.54,0.44,0.53,0.49,0.54,0.63,6
0.84,0.94,0.85,0.47,0.5,0.6,0.51,0.45,0.49,0.56,0.41,0.57,0.55,0.46,0.67,6
0.83,0.93,0.87,0.56,0.41,0.68,0.62,0.36,0.54,0.63,0.34,0.61,0.6,0.4,0.67,6
0.83,0.95,0.85,0.58,0.36,0.72,0.63,0.31,0.62,0.67,0.3,0.67,0.67,0.32,0.78,6
0.84,0.95,0.92,0.54,0.41,0.62,0.63,0.33,0.48,0.64,0.31,0.55,0.62,0.36,0.65,6
0.82,0.97,0.88,0.59,0.37,0.57,0.65,0.31,0.41,0.63,0.32,0.5,0.62,0.34,0.65,6
0.83,0.95,0.88,0.54,0.47,0.41,0.61,0.38,0.37,0.63,0.33,0.53,0.57,0.41,0.62,6
0.83,0.92,0.82,0.59,0.37,0.65,0.63,0.33,0.61,0.64,0.32,0.67,0.69,0.3,0.78,6
0.82,0.9,0.88,0.63,0.32,0.78,0.64,0.32,0.82,0.67,0.31,0.83,0.71,0.29,0.86,6
0.77,0.93,0.93,0.76,0.24,0.85,0.73,0.24,0.83,0.71,0.27,0.82,0.7,0.29,0.83,6
0.77,0.93,0.93,0.77,0.22,0.86,0.74,0.25,0.83,0.69,0.31,0.8,0.72,0.28,0.83,6
